text,ad
"What's new at health.com this month? Join the Fight. This month's Health hero is Nancy Davis, a woman dedicated to aiding multiple sclerosis research. Join the fight against the debilitating disease by going to Health.com and clicking on ""Mind/Body."" You'll learn more about the condition, whom it affect, and what you can do to help. Relationship Burnout. You may have realized lately that you need a break from your rut. If your love life seems out of control, visit Health.com and click on ""Relationships"" to see if a sabbatical is the answer for you. Aromatherapy 101. This month on page 31, you'll learn how floral-scented dryer sheets can soothe stress. Log on to Health.com and click on ""Beauty"" to find out how candles, fragrances and other aromatherapy products can help you rev up, wind down or get a good night's sleep.",1
"Want a healthy snack that's bursting with real fruit? Peel open new Healthy Harvest Apple Sauce. It's made with sweet apples and other ripe fruits blended together for a taste that's naturally refreshing. Healthy Harvest is made with natural ingredients, has no added sugar and is an excellent source of vitamin C. In three new flavors: Country Berry, Summer Strawberry and Peach Medley.",1
"Your hearing may not be something that you think too much about. But after exposing your ears to repeated loud decibel levels in music and noise, you may be very concerned about protecting what's left of it. Hearing loss from noise is irreversible. Once it's gone, it's gone. The good news is that it's completely preventable. To find out what you need to know to protect your hearing and still enjoy the music. Contact: HEAR at www.HEARNET.COM or the H.E.A.R. Hotline at 415-773-9590",1
"Just like one out of every ten of us, I have a hearing loss. I was able to overcome my hearing loss thanks to hearing aids--one in each ear. Today, most people with hearing loss can be helped either through advances in hearing aid technology or medical treatment. but to get help you must act. If you or someone you know has a hearing loss, please get a hearing test. That's the first step on the road to better hearing. If you would like more information on hearing problems and treatments, call the Hearing HelpLine at 1-800-EAR WELL for the free booklet, ""Help Through Hearing Aids.""",1
"Hi, this is Steve, and if you need health insurance, check out the new HealthInsurance Marketplace at HealthCare.gov. You're running out of time. Sign up for healthinsurance before the March 31 deadline. Find an affordable health plan - and get covered today at HealthCare.gov.",1
"Start with weightlifting. Playing with your grandkids builds muscle and closerrelationships. Taking care of your health doesn't have to be complicated. Partner withHumana and we'll help create a plan for your health that works for your LIFE today andfor many, many... many years to come. Humana. Start with healthy.",1
"Sometimes it's easy to tell, other times the problems are hidden. You feel fine one day and the next, severe fatigue, chest pain, poor coloring. Signs your heart is in trouble. But coronary artery disease doesn't have to be a surprise. John Hopkins has the most advanced technologies and world reknowed physicians to diagnose any heart problem.",1
"Wish you could stop wasting your time shaving? Do you want to remove an unwanted tatoo? Would you rather not have to treat your acne and other skin blemishes with pills and creams? There is a way. And it is safe and convenient. The Laser at the Suburban Aesthetics Center removes hair, tatoos, acne veins, rosacia and other skin blemishes. For more information, call.....",1
"If your racing thoughts keep you awake,Sleep is here, on the wings of Lunesta.And if you wake up often in the middle of the night,Rest is here, on the wings of Lunesta.Lunesta helps you fall asleep and stay asleep.So you can wake up feeling rested.Ask your doctor if Lunesta is right for you.Get Lunesta for a zero-dollar co-pay, at Lunesta.com.Sleep well, on the wings of Lunesta.",1
"You've got a lot on your plate. Your day is busy enough, so pause... think for a moment.There are so many things to get done, but wait... you're forgetting something.Take a look around you... notice the signs.There's just no more avoiding it, the reminders are everywhere you look.It's time to schedule your annual Mammogram, with Kettering Breast Evaluation Center.",1
"When cancer strikes, we strike back. As the nation's top-ranked cancer center, MD Anderson continues to pioneer new approaches in cancer treatment. Using the latest genetics-based research, we can develop targeted treatments, personalized to the individual patient. At MD Anderson Cancer Center, we're focused on Making Cancer History®. To learn more about how we're raising the bar for cancer care worldwide, or to make an appointment, call 1-877-695-0835 or visit MakingCancerHistory.com.",1
"MedAmerica has over thirty-five years of experience administering benefits and designing retirement plans for physicians, mid-level providers, and non-clinical employees. Our team oversees over $500 million in assets and is ranked one of the top benefits providers in the healthcare industry. Our experts manage all of our clients' benefits plans with skill and proficiency to ensure that everything complies with all national and state laws and regulations. We also work to educate our clients, communicating clearly any changes that will affect your 401k or our unique group retirement plan. Our size and experience offers you efficiencies of scale to ensure your needs are met and your future is secure. We recognize that physicians are highly compensated colleagues with special financial needs. Our history of designing and administering Defined Benefits Plans has given us unmatched experience in meeting the income preservation needs of our physician partners. Our Plans have been approved by the Internal Revenue Service and we utilize the Schwab Trust Company to hold the assets, provide actuarial computations, and provide files of appropriate tax schedules.",1
"They say you can't put a price on your health. Try telling that to someone who needs prescription drugs to stay healthy, and isn't covered by a good prescription plan. But help has arrived. It's called Your Plan, a Merc Medco/Reader's Digest program that can save you up to 40 percent on brand name drugs. This is not insurance, so you can't be turned down for health reasons, and you don't fill out forms or submit claims. Just show your membership card at participating local pharmacies. It's that simple. Call 1-800-988-1947, and tell us what medications you want to pay less for. You'll get an instant price quote and learn if you're eligible. Call now for a free 90-day trial membership. Don't wait to save money on _your medications. Call 1-800-988-1947. That's 1-800-988-1947, for your free trial membership to Your Plan.",1
"At point A, you're born. At point B, you're history. What happens in between is up to you. Live longer-and better-with Men's Health.",1
"Miracle-Ear's leading-edge technology provides better than normal hearing for a natural listening experience. Miracle-Ear is committed to helping individuals regain not only their hearing, but a lifestyle of connections success and joy as well!",1
"This woman doesn't have cancer, but if she did the North Shore LIJ Health System would be there with a comprehensive early detection program that includes some of today's most advanced diagnostics for breast, cervical, uterine, and ovarian cancers. With a network of hospitals that treats more women cancer patients than any other system in the region we serve, resulting in excellent cure rates, every woman we care for has the best chance to emerge victorious. Northshore LIJ- setting new standards in healthcare.",1
"Every year thousands of diving accidents occur, some fatal, that are the result of poor health and preparation. Most could have been prevented if the divers were properly certified. That's why Norwalk Hospital urges you to get Medically Certified in our diving medicine program. Call Norwalk Hospital today at 203-344-3434. Norwalk Hospital. Caring for the human need, not just the human body.",1
"We all worry. Funny how the more secure we get, the more we seem to have at stake. Getting older used to be about getting closer. Closer to freedom. Closer to goals. Closer to life. Now ... it's different. Now, we want it back. That's where Nu-vile comes in. Nu-vile provides tailor-made transfusions of rich, rejuvenating blood, drawn from only the healthiest babies on the market. Nu-Vile. Get closer to life again.",1
"If you are over 60 you should know the warning signs of osteoporosis. Unfortunately, there aren't any. The fact is, nearly 40% of women in their sixties have osteoporosis. Your risk may vary but it does increase with age.",1
"Businesses come in all shapes and sizes. Fortunately, so do our Health Plans. Oxford has developed a wide range of solutions that are both affordable and flexible. These new products continue to offer access to top physicians and top hospitals, as well as to innovative programs and benefits. Call your broker to find out how these new plans can meet your company's needs, or call Oxford directly at 1-888-201-4237.",1
"For 20 hours your hair will do what you want it to do. Now, if you could only say the same for your boyfriend. Physique Styling Sprays guarantee you 20 full hours of fabulous hair. In fact, with the way you look, your boyfriend might just do whatever you want him to after all. Physique Science gives you the style nature didn't.",1
"Plavix could help make a difference, so ask your doctor about adding plavix. Taken with aspirin and your current treatment, plavix goes beyond what you're taking to help raise protection against heart attack or stroke. Plavix and your other medications work in different ways. Plavix taken with aspirin play its own role in keeping blood platlets from sticking together and forming clots, which helps keep blood flowing.",1
"Pravachol is the only cholesterol-lowering drug of its kind proven to help prevent first heart attacks. And the grim fact is, up to 35% of people do not survive their first heart attack. Improving your diet and exercise is an important first step, but may not be enough. So ask your doctor about Pravachol. It reduces the risk of a first heart attack and the need for surgery to clear blocked coronary arteries. Pravachol has been prescribed by doctors for millions of men and women worldwide. It could help you live a longer, healthier life.",1
"If you're paying too much for your prescriptions, generics may work as well as brand names. Tell your physician and pharmacist everything you're taking. Some medicines don't interact well. Remember, no matter what an ad says about a drug, it may not be right for you. AARP reminds you to check up on your prescriptions.",1
"PrevagenYour brain is an amazing thingBut as you get older, it naturally begins to changeCausing a lack of sharpness or even trouble with recallThankfully the breakthrough in Prevagen, helps your brainand actually improves memory. The secret is an ingredient originally discovered in jelly fish. In clinical trials Prevagen has been shown to improve short-term memoryPrevagen, the name to remember",1
"If you're on chemotherapy, and finding it difficult to do the things you normally do, it's important to tell your doctor about your symptoms. You may actually be anemic and not even know it. Anemia can cause extreme tiredness, dizziness and shortness of breath. You may also find it difficult to think clearly. Fortunately there's Procrit. It treats the symptoms of chemo-related anemia which can give you more strength. Ask your doctor if Procrit is right for you.",1
"Sick and tired of feeling sick and tired? Use the power of anti-oxidants to fight the signs of aging. Scientifically studied and doctor approved, Proleva is a natural breakthrough that nourishes your body. One serving of Proleva has health benefits equal to 5 glasses of red wine, 9 glasses of green tea and 4 cups of pomengranate juice combined. For a free 10 day trial of Proleva, call 888-261-7171. Offer ends soon, so call now. 888-261-7171. Proleva.",1
"....When I look at my older brother I see someone who lives life to the fullest. Someone who could do anything. But there was a time when I thought that might change. Not long ago he was diagnosed with prostate cancer. But we were fortunate. He survived. The truth is, prostate cancer can affect all men. If you are African American or over the age of 50, you're at higher risk. But there is good news, too. Prostate cancer has one of the highest survival rates of any type of cancer. Learn what you need to know. Call the American Cancer Society at 1-800 ACS 2345....that's 1-800-ACS 2345. Prostate cancer...get the facts.",1
"It wasn't supposed to happen to her. Sue always gave herself a monthly breast exam. She took care of herself, exercised regularly, and didn't smoke. But this time, something felt different. She immediately called her doctor and made an appointment. At Quality Hospital, we know that one out of three women risks developing a breast lump and one in 10 have a chance of developing breast cancer. Yet with early detection, treatment is often successful. Our safe, painless, and effective low-dose radiation mammography can detect breast cancer in its early stages, long before a lump is even felt.",1
Did you know your skin is more receptive to moisture and nutrients while you sleep? Nivea does. That's why Renewal Night Crème will revolutionize your nights.,1
"Here's a remarkable fact: doctors do not find 90% of all breast lumps. Women who test themselves by performing a monthly breast self-examination find them. Fortunately, 80% of the lumps women find are not breast cancer. Saint Barnabas Cancer Center.",1
"If you're spending a little time at sport and health club then prepare to be jaded by all the fun, swimming, racquetball, tennis, and ho-hum basketball. 2100 friendly fitness professionals who'll get you hooked on troop classes, strength training, cardio, and here's a big snoozer...belly dancing. Sport and health club, if you think you're not the excercising type...think again. Visit sportandhealth.com or call 1-800-88-clubs.",1
Stanford Hospitals and Clinics - over 50 specialty clinics and more than 900 phsycians. All using the latest techologies and treatments. Stanford Hospital and Clincs - treating every and every condition with the same world class care.,1
"Can't breathe without them? Over-the-counter nasal sprays and decongestants provide only temporary relief, delay diagnosis, and postpone proper treatment -- and may lead to more serious health disorders. Throw away those over-the-counter medications...and call The Center For Sinus & Nasal Disease today. 1-800-MD-SINUS.",1
"How do you know if you're pregnant? How can you tell if you're hooked on drugs? Can you have sex and still protect yourself from AIDS? If you need answers, without getting questioned, call THE MEDICAL INFORMATION HOTLINE. You can choose from over 300 medical topics. Calls are just two dollars a minute. Call 1-900-288-1234.",1
"If you're still reeling from a prostate cancer diagnosis and are looking for the most experienced doctors and the most advanced treatment available, search no more. The experts in robotic surgery at the New Jersey Center for Prostate Cancer & Urology, have performed more than 5,000 successful surgeries for prostate cancer. Our continuing research into the innovative use of robotic surgical techniques has also led to successful treatments of other urological disorders, such as bladder and kidney cancer. For 11 years, we've used the latest minimally invasive procedures to reduce pain, scarring and blood loss, so our patients can get back to their lives faster than ever before. If you've been diagnosed with prostate, bladder or kidney cancer, we can help.The New Jersey Center for Prostate Cancer & Urology.To make an appointment call 201-487-8866 or visit roboticurology.com to learn more.",1
"The Sansum Santa Barbara Medical Foundation clinic has earned a reputation as one of the premier providers of specialty medical care on the Central Coast. That's why for years Bakersfield residents have trusted the Sansum name and board-certified physicians for care and treatment in more than 30 specialty areas. Three of Sansum's top board-certified urologists, will be giving presentations and answering your questions about prostate diseases, sexual disfunction and bladder problems, during this free, one night only, informational seminar.",1
"People don't always use common sense. Fortunately, there's a health care company that does. United HealthCare. Health planning tools to fight rising costs. 24-hour access to registered nurses. Preventive health care solutions. United HealthCare. It just makes sense.",1
"""It got you into this situation. It can get you out."" People who talk with their doctor are much more motivated to lose weight than those who don't. At United Health Foundation, we believe that the more you know, the healthier you will be. Which is why we partnered with the US AGENCY FOR HEALTHCARE RESEARCH AND QUALITY to bring you these important health tips. We encourage you to get more involved in your care, to seek out information and to always make sure that the information you use comes from a reliable, evidence-based source. To find out more on this and other important topics, visit UHFtips.org.",1
"Everyday we take all we know about the human condition and break it down. We take it apart and we inspect it. Does it save lives today? Will it save lives tomorrow? Is it the best it can be? We aren't satisfied with merely answering the questions, we question the answers. We re-invent medicine. We make it better. Only then can it make you better. That's what it means to be a real University Hospital. That's what it means to be The University Hospital.",1
"Heart disease can happen to anyone. If it happens to you, trust the experts at the University of Utah Health Cardiovascular Center to keep you healthy. To find out your risk for heart disease or to learn more about the signs and symptoms, visit U of U health",1
"So you've decided to have a baby. Now comes the first new decision as a parent. Which hospital should you choose? Just ask the parents of some 3200 babies born at the Valley Hospital last year, and they'll tell you that it wasn't just the nice surroundings that brought them here, but the security of knowing the neo-natal intensive care nursery is affiliated with Columbia Presbyterian Medical Center. Valley Hospital. It may be the easiest decision you'll ever make as a parent. The Valley Hospital of Ridgewood, New Jersey, part of the Valley Health System. Call 1-800-Valley-1 and we'll tell you more.",1
"Vioxx is here. 24-hour relief for the most common type of arthritis pain, osteoarthritis. It isn't about winning a marathon. Or making you fell like a kid again. It's about controlling the pain that keeps you from doing every day things.",1
"Join Walk America and support the March Of Dimes in their research to help prevent premature birth as the leading killer of newborns. For more information, call your local March Of Dimes chapter or visit WalkAmerica.org",1
"All kinds of people come to Whitman-Walker Health.They come for state-of-the-art care, with state-of-the-heart caring.And because they know even before we see them as a patient, we see them as a person.",1
"When you've been diagnose with cancer there's no time to wait, you want to meet your doctor S.T.A.T.You want answers S.T.A.T.You want to get treatment S.T.A.T.At Wellstar, S.T.A.T. means specialty teams and treatment.At our S.T.A.T. cancer clinics, you will meet with experience physician's specialist during your first appointment.You will start treatment in days not weeks, and your nursenavigator will support you every step of the way.To learn more-S.T.A.T.-call 770-7937470.",1
"Memorial-Sloan Kettering doesn't have it,John Hopkins doesn't have it,Dana-Farber cancer institute doesn't have it,it's called --Cyber Knife-- and it can treat most tumors that use to be inoperable.In Georgia, there's only one place to turn--Wellstar.With Cyber Knife, there is no scalpel, no stitches and no pain;and most treatments last just 30 to 90 minutes.To learn more-call 7707937550Cyber knife---right here---at Wellstar.",1
"The New York Assembly has taken the lead with the Women's Health and Wellness Bill to enact comprehensive legislation to ensure women's health. Specifically, the bill requires insurers to pay for annual breast-cancer detecting mammograms for women beginning at the age of 40, rather than the current age of 50. The legislation also requires preventive screening tests, like routine bone density exams to detect osteoporosis, and it requires that prescription drug plans include coverage for approved contraceptive drugs and devices.",1
"ADVAIRAdvair is clinically proven to help significantly improve lung function. Unlike most COPD medications, Advair contains both an anti-inflammatory and a long acting bronchodilator working together to help improve lung function all day. Advair won't replace fast acting inhalers for sudden symptoms and should not be used more than twice a day. People with COPD taking Advair may have a higher chance of pneumonia. Advair may increase your risk of osteoporosis and some eye problems. Tell your doctor if you have a heart condition or high blood pressure before taking Advair. Get your first full prescription free and save on refills at Advaircopd.com.",1
"MAN: At Advanced Hormone Solutions, a leading hormone clinic in Paramus, New Jersey, we provide bio-identical hormone replacement therapy to help our patients reclaim their well-being.WOMAN: The result is a return to an optimal youthful balance and helps people return to their former vibrant selves.MAN: Unlike synthetic hormones, bio-identical hormones are created to be indistinguishable from the hormones that occur naturally in our bodies giving our patients the advantageous effects of those needed hormones without all the side-effects of traditional synthetics.WOMAN: If you're a woman suffering from hot flashes, weight gain, foggy thinking, night sweats, low energy, low libido, or sleepless nights, we can help you reclaim your well-being!MAN: If you're a man suffering from fatigue, reduced muscle mass, low libido, foggy thinking, low energy, depression, mood swings, weight gain, or irritability, we can help you reclaim your well-being!WOMAN: Let Advanced Hormone Solutions help you improve your quality of life and start living happier and healthier today! For a free consultation, call 201-XXX-XXXX to make your appointment today.MAN: Advanced Hormone Solutions - bio-identical hormone therapy. Reclaim your well-being.",1
Arthritis pain? It's a part of my life. So I keep Advil close by. Just ONE works as well as TWO regular Tylenol. Advil works at the site of minor arthritis pain -- stopping it where it starts. Nothing's proven to work better or last longer than Advil. And now introducing new ADVIL GEL CAPLETS. One more advance for Advil. Advanced medicine for pain.,1
"She has a high fever. You know what it's like to wait it out. When time counts, Children's Advil relieves her fever fast. Faster than Children's Tylenol, and lasts up to eight hours. Children's Advil Fights Fevers Faster.",1
"Aging is inevitable, but how you age is not. You have the power to take control and actually manage your aging process. A unique Cenegenics protocol is your gateway to next generation medical science . . . a comprehensive, evidence-based approach to age management that takes you well beyond the conventional approach of quick, routine exams and generalized guesstimates, based on body type, gender and age. In-depth diagnostics reveal your big picture, uncovering your strengths and weakest health links. With that medical data in hand, Cenegenics Affiliate NYC partners with you to create a personalized, multi-faceted program, which meets your health goals and successfully manages your aging process.Think of it as ""squaring the curve,"" staying healthy and staving off decline, typically associated with getting older. The result? Youthful aging with a more vigorous, healthier lifestyle. Take charge & revitalize your aging process today ...",1
"What you wear to bed is your business.So if you're sleeping in your contact lenses, ask your eye doctor about Air Optix Night & Day Aqua contact lenses. They're FDA approved for up to 30 days and nights of continuous wear and are the most breathable soft contact lenses available. Because bedtime is your time.Air Optix Night & Day Aqua contact lenses.Visit airoptix.com for a 1-month free trial.",1
"This is Nick.This is Nora.This is Nick's nose.This is Nora's nose.Nicks nose likes a little air freshener.Nora's nose likes a lot.Their noses didn't know what to do.Until their nosy neighbor Ned told them about new and improved Airwick Airwaves.Airwaves have a low setting for Nick's nose and a refreshing, room filling scent for Nora's nose.Now, Nick and Nora's noses can live in harmony.",1
"Only Allegra has fexofenadine for effective non-drowsy relief of seasonal allergy systems. For people twelve and older. Ask your doctor or pharmacist for more information. Side effects are low and may include drowsiness (1.3%), cold or flu (2.5%), nausea (1.6%), or menstrual pain (1.5%).",1
"Unbearable commute, or unbearable congestion? The stuffy nose and sneezing from seasonal allergies can make any drive hard to take. Only Allegra-D has fexofenadine plus pseudo-ephedrine. So it provides real relief from allergies and congestion, without the drowsiness that can be caused by many other antihistamines. Talk to your doctor about Allegra-D, and get on the road to relief today.",1
"Listen. Your period comes every month. But it changes every day. That's why ALWAYS designed new MULTIPAX. Three levels of protection in one smart box. So no matter what, you've got the right protection. ALWAYS MULTIPAX.",1
"No matter how much you move around at night, there's a pad that can give you great protection. Introducing a new Always Overnight without wings. It's longer and wider to absorb what regular pads don't. Always Overnight now with or without wings.",1
"AMBIEN, the prescription sleep aid that helps you fall asleep fast and stay asleep longer - and wake rested and refreshed without grogginess in the morning. No wonder AMBIEN is the number one prescribed sleep aid in America. Talk to your doctor about AMBIEN. AMBIEN --- works like a dream.",1
"Here you are at the playoffs, with your best buddy. Seats right on the floor, hot dogs, peanuts, an ice cold drink, and you get a toothache. You need maximum strength Ambusol to relieve pain on contact. No leading toothache product you can buy is more effective at relieving pain. Maximum Strength Ambusol. Put it on, the pain is gone. Good thing you're back in the game. That was your team. For temporary relief of open cavity pain. Use only as directed.",1
"Why do more people trust American Laser Centers for smoother, more beautiful skin than anyone else in the country? It's our state-of-the-art laser hair removal system that's both safe and effective. Call today for a free, no-obligation, private consultation. Looking gorgeous is easy when you choose with confidence.",1
"Something so precious is worth protecting. I wish I could keep a baby forever, but I'll settle for keeping him still and protected. Because he's already got big plans, and that plastic car seat won't just keep him safe, it will give his dreams a chance to come true. How have plastics touched your life? The American Plastics Council. Plastics make it possible!",1
"For many folks, ""the country"" isn't a place, it's a state of mind. It's watching a glorious sunrise from their breakfast table. It's spending a lazy afternoon in the company of golden light. To them, it's the experience of living with Andersen Light. To learn more about Andersen Light, see your Andersen Window Expert, or call 1-800-426-4261.",1
"Take the feeling of clean to the extreme. Micro-Active Foam showers your whole mouth as it seeks out germs that can cause bad breath...then rinses clean away, leaving only a cool tingling sensation that just won't quit! New Extreme Clean from Aquafresh.",1
"What this country needs is a miracle. Aussie's 3 Minute Miracle Deep Conditioning Treatment promises to deliver healthier, more beautiful hair. Enriched with Australian balm mint, sunflower seed oil and aloe, our unique formula reconstructs damaged hair inside and out. While penetrating deeply, it repairs split ends and smoothes rough cuticles, so every head of hair in America will now be in perfect condition in just 3 minutes. And that's nothing less than a miracle.",1
You're definitely not one to be outshined. Aussie's Sun-Touched Shine collection hydrates lackluster hair for dazzling radiance. So its always your day to shine. Aussie - Add some Roo to Your Do.,1
"A walk through a lush lavender field on a pristine organic farm inspired the creation of Avalon Organic Botanicals. A unique line of therapeutic body care products derived from certified organic ingredients: floral water, plants oils, aloe and healing herbal botanicals.",1
Go on a sensory adventure as Aveda guides you through our exclusive collection of Pure-Fume™ flower and plant essences. You'll discover mood-lifting aromas that bestow a profound sense of well-being. And a deep connection to nature.,1
"Experience light as air, barely there, beautiful skin hydration. Aveeno Sheer Hydration'sexclusive Active Naturals oat formula absorbs in just seconds and never feels greasy. It'sso light and breathable the only way you'll know you're wearing it is by how soft,hydrated and healthy looking your skin is. Sheer bliss. Aveeno Active Naturals. NaturallyBeautiful Results.",1
"Rediscover the skin nature intended you to have with Aveeno daily moisturizing lotion. Made with oatmeal, which holds moisture naturally, Aveeno lasts for 24 hours. Aveeno. Discover nature's secret for healthy skin.",1
"Blemish-free skin doesn't have to mean dry skin. Finally a breakthrough cleanser for adults that let's you prevent blemishes without drying out your skin. Aveeno Clear Complexion Foaming Cleanser. It's the only cleanser with a blemish-fighter recommended by dermatologists plus moisture-rich soy to even out skin tone. Clear, smooth blemish-free skin. It's a beautiful thing. Aveeno. Discover nature's secret for clearly beautiful skin.",1
"What if you could capture radiance in a bottle? Finally, a soft natural glow can come from a moisturizer. Introducing AVEENO Positively Radiant Daily Moisturizer. Only AVEENO has an exclusive soy complex proven to naturally soften and even tone, while natural light diffusers immediately give your skin a soft, healthy glow. AVEENO. Discover nature's secret for naturally radiant skin.",1
Aveeno positively radiant moisturizer with total soy is proven to visibly reduce past damage; while SPF 30 complex protects longer against future damage from UV rays. Aveeno Positively Radiant.,1
"All day relief for dry, itchy skin. In your shower. Introducing AVEENO Skin Relief Body Wash with the moisturizing power of natural oatmeal. It's a complete clean in a gentle, soap-free formula. From the name that dermatologists recommend. AVEENO. Discover nature's secret for healthy skin.",1
"Discover a whole new way to relieve stress. Introducing Aveeno Stress Relief Body Wash. A moisturizing cleanser that actually helps wash away stress. With an exclusive combination of natural lavender and chamomile, it's been shown to calm and relax. And the active oatmeal formula locks in moisture all day. Helping to relieve stress while you shower--now that's multi-tasking. Aveeno. Discover nature's secret for a calmer, more relaxed you.",1
"An Avon fragrance can be fresh and lasting ... An Avon fragrance can also be cooling ... soothing ... refreshing ... intriguing ... and charming .... So whatever you wear, wear fragrance by AVON.",1
"Introducing Anew Ultimate, the skin transforming cream. Some of the most powerful anti-agers known to womankind. It's a super-compound with gold, copper and magnesium. It's new Ultimate. In tests, 90% of the women who tried it, were transformed by it. So sag, bag and be puffy. Or call your Avon lady, 1-800-FOR-AVON, or visit avon.com.",1
"The Avon Walk for Breast Cancer. 2 Days. 39 Miles. A lifetime of hope. Everyone has a personal reason for joining the Avon Walk for Breast Cancer. It may be a sister, mother, best friend, or perhaps even your own diagnosis. But for one weekend-whether you walk or volunteer-we'll all be moving towards the same goal-finding a cure for breast cancer.Together, we'll create incredible memories. As a walker or volunteer, you'll share a life-changing journey with others who share your commitment to ending breast cancer. Gather your friends and family and create an Avon Walk team of walkers and volunteers.",1
"Bath time, It's the feel of the water. The sound of a splash. The smell of a clean baby. It's only a moment. And it's pure magic. Make the most of it with Baby Magic Baby Bath",1
"Don't mess your dress! Why put up with a messy white solid? Now there's New Ban Clear ... the first truly clear solid deodorant. It goes on without the messy, white residue that white solids can leave on your skin and clothes. Don't mess your dress ... use NEW BAN CLEAR from Ban.",1
"The other night, I was staying with friends and ran out of my Ban Roll-On. They had Sure Aerosol, so I used it instead. It didn't keep me as dry as Ban Roll-On. I'm told Ban Roll-On keeps you drier than any leading spray, and I believe it. Ban Roll-On. If you're using any other leading spray, find out for yourself how effective BAN ROLL-ON is.",1
"Discover the revolutionary Liquid Bandage from Band-Aid Brand. It's an invisible waterproof seal that stays on better and longer than conventional bandages, even on hard-to-cover places like finger cracks. For more information go to www.bandaid.com",1
"Can a liquid foundation actually be good for you? Bare Skin by Bare Minerals. O ur first ever, tone correcting serum foundation. No silicone. No oil. No parabens. No fragrance. 1 to 2 weightless silky drops in our patent pending brush provide bright flawless even toned skin to reveal your natural beauty every day. The future of foundation is here. Bare Skin by Bare Minerals.",1
"My wife's glasses drove her crazy. She was ready for laser surgery but she didn't know who she could trust. Introducing the Bausch & Lomb Zyoptix System. Because no two eyes are alike, it maps and analyzes thousands of individual data points for excellent results. As with any surgery there are risks. Go to Bausch.com to find the Zyoptix certified surgeon near you. She's thrilled. Zyoptix from Bausch and Lomb. Perfecting Vision. Enhancing Life.",1
"If you're facing age related vision loss for the first time ever, there's hope. New Bausch and Lomb Ocuvite PreserVision. The only eye vitamin proven effective by the National Eye Institute. Bausch and Lomb, see the wonder.",1
Try to explain to your best buddy that he can't come inside because you can't seem to get rid of his fleas. Well? Bayer's Advantage flea treatment is one of the most effective ways to control fleas ever developed. Both of you will feel better. Bayer's Advantage flea treatment. Available at most pet stores.,1
"Bayer is the only leading pain reliever that can help save your life. Studies have proven aspirin can reduce the risk of another heart attack by up to 50%, when taken regularly under a doctor's care and accompanied by a proper diet and exercise. So why choose anything but Bayer? It's more than a pain reliever. It's a wonder drug.",1
"Whether it's allergies or dry indoor air, your nose, throat, and sinuses can become red, irritated, and painful. Doctors have long recommended gentle steam therapy for relief of congestion. Home or away, Beauti-Mist is an indispensable companion that produces a gentle steam that unclogs blocked sinuses and soothes painful tissue. To order call 800-666-6432.",1
"Better allergy relief is right under your nose. Clinical studies proved what allergy sufferers have known all along. Benadryl is 54% more effective than the leading allergy prescription. More effective at relieving even you're worst allergy symptoms like runny noses. If you're looking for better allergy relief, it's as easy as a walk in the park. Benadryl. The Histamine Blocker. Learn more at www.benadrylusa.com",1
"Every day you push yourself to new levels. You stretch, you bend, you move, and then sometimes, you hurt. Now for every new muscle you discover, there's new Bengay S-P-A. Introducing S-P-A with Site Penetrating Action. S-P-A contains a powerful pain reliever that works on contact, penetrating right at the site of your muscle aches and pains, for soothing relief. S-P-A. Pain relief for your active life--with a surprisingly light scent. From Bengay.",1
"Hydrate your hair, the salon way. The salon way to hydrate and revive normal to dry hair with a healthy dose of moisture. An innovative botanical complex helps instantly condition and nourish hair while leaving it shiny and silky smooth. Rejuvenates body and bounce, hair is softer, healthier and more manageable. Inspired by nature. Intensified by Biolage. Hydrating Shampoo and Conditioning Balm. Only in salons.",1
Revitalize. Refresh. Rejuvenate. Introducing the Body & Earth Collection. Bath and skin care products created to help you look and feel your best. Holiday gift sets now available.,1
"Bounty is more absorbent. So the roll can last 50 percent longer than the leading ordinary brand. So you get more life per roll. Bounty, the quicker picker upper.",1
"There's a treasure that lies between these cheeks. And there's only one roll of paper that can take care of it. Bragado Five-ply. We make our pulp exclusively from old-growth redwood. No recycling for us. That's because once you've dropped a first-rate payload, you need a wipe that's redwood-tough. Bragado five-ply. This ain't no ""kitten soft.""",1
"This Holiday, we'd like to encourage excessive drinking. Water, of course. Incredibly clear, fresh water. It's the gift you give with Brita, and a healthy alternative to the usual holiday spirits. So go ahead, indulge...it's a good thing. Happy and Healthy Holidays.",1
"Every drop tastes so crisp and fresh, you'll think it has to be bottled water. But its fresh filtered Brita water. Great tasting water, without the bottle.",1
A true force of nature...has radiance that glows. Burt's Bees sensitive skin care. Healthy skin care powered by nature. So you can be a force. Burt's Bees.,1
"When you feel unsettled or the need for a rescue, Calming Essence® can help your body initiate the restorative process. The traditional blend of Rock Rose, Impatiens, Clematis, Cherry Plum, and Star of Bethlehem combine to form an amazing flower remedy that can help you get back on the road to inner-peace and emotional balance. Calming Essence Cream from ELLON BOTANICALS. To order: 1-800-4BE-CALM or visit www.ellonbotanicals.com",1
"New Caress Moisturizing Body Wash with three Moisturizers. It hydrates, replenishes and smooths for one beautiful silky feeling. No soap can do all that.",1
Seduce your senses and soften your skin with Caress Berry Indulgence Moisturizing Bar. Enjoy the alluring scent of fresh berries and the unique blend of moisturizers with vitamin E. Caress. Feel the difference.,1
